0.053349	0.11563	0.050276	0.082846	0.069744	0.071052	0.10084	0.06788	0.076189	0.071164	0.082112	0.072352	0.064204	0.083317	0.07954	0.067054	0.08147	0.056044	0.047569	0.044539	0.036712	0.046764	0.23173	0.25558	0.030083	0.26122	0.033469	0.021054	0.020608	0.018794	0.020371	0.015757	0.01578	0.016968	0.022879	0.024112	0.03331	0.022588	0.025426	0.025685	0.022955	0.021809	0.025622	0.025537	0.044344	0.049829	0.038891	0.042414	0.045845	0.049708	0.064696	0.065666	0.07969	0.079775	0.096167	0.10485	0.12256	0.12005	0.1145	0.11736	0.12913	0.13501	0.15187	0.16387	0.11821	0.1056	0.095648	0.051935	0.063183	0.057389	0.050873	0.045081	0.062347	0.040389	0.036991	0.034397	0.026964	0.025566	0.025316	0.01983	0.021408	0.018862	0.017528	0.016233	0.015858	0.014969	0.013307	0.017008	0.019871	0.01837	0.013002	0.013875	0.01606	0.01656	0.016989	0.017575	0.019465	0.016444	0.015514	0.01947	0.021781	0.019981	0.021417	0.023929	0.025421	0.02991	0.030736	0.024706	0.021382	0.018015	0.021507	0.018075	0.01602	0.018816	0.017642	0.015427	0.018598	0.018996	0.017573	0.028133	0.044548	0.032421	0.022688	0.020925	0.025349	0.025109	0.011143	0.022855
0.06176	0.058623	0.068092	0.054365	0.059926	0.055249	0.056303	0.053312	0.058097	0.063548	0.075447	0.059605	0.056345	0.050969	0.062705	0.059041	0.044969	0.046284	0.045265	0.04597	0.03511	0.030856	0.031599	0.028063	0.028581	0.028659	0.023291	0.020827	0.017132	0.017902	0.018082	0.019457	0.016676	0.017947	0.021789	0.021288	0.016987	0.024462	0.020091	0.022146	0.022415	0.022246	0.024229	0.025146	0.024992	0.030757	0.03811	0.03949	0.042826	0.055319	0.080165	0.064404	0.074488	0.082021	0.099539	0.11075	0.11422	0.10909	0.1438	0.13071	0.13514	0.13956	0.13868	0.12986	0.13128	0.11408	0.091102	0.094136	0.069423	0.065043	0.064241	0.050561	0.060316	0.062245	0.046345	0.032621	0.03152	0.0263	0.021774	0.024861	0.021137	0.021605	0.021388	0.019469	0.01555	0.017542	0.017958	0.015627	0.018323	0.018879	0.013831	0.014863	0.017154	0.014286	0.01621	0.017335	0.017906	0.016527	0.019572	0.018015	0.020863	0.023538	0.027998	0.024267	0.025477	0.025048	0.024577	0.028211	0.029414	0.025234	0.020777	0.020129	0.045005	0.018515	0.017656	0.017407	0.013758	0.019734	0.020654	0.021737	0.026387	0.021487	0.020031	0.019559	0.022763	0.022873	0.020144	0.016176
0.051665	0.043026	0.050126	0.11972	0.11255	0.060867	0.091036	0.091053	0.077789	0.072801	0.067907	0.087644	0.054082	0.065174	0.056942	0.058464	0.057103	0.041556	0.04226	0.049945	0.033396	0.036816	0.03302	0.031106	0.031339	0.046523	0.038365	0.023369	0.021134	0.016641	0.015122	0.016607	0.018963	0.016533	0.015601	0.018539	0.018348	0.021563	0.021088	0.024677	0.020289	0.022181	0.024305	0.025474	0.026126	0.034408	0.036595	0.070104	0.053402	0.06567	0.081578	0.10073	0.096764	0.1086	0.10826	0.11834	0.14894	0.15965	0.15688	0.20962	0.19004	0.2087	0.18807	0.1826	0.17015	0.14461	0.13274	0.12375	0.092587	0.072524	0.070046	0.072418	0.064838	0.063664	0.0535	0.039046	0.033885	0.030128	0.023202	0.022087	0.022326	0.020996	0.020351	0.014815	0.021183	0.015369	0.017848	0.015371	0.018237	0.017564	0.01824	0.019886	0.016183	0.017061	0.021372	0.019161	0.020103	0.018229	0.020699	0.017576	0.019894	0.01759	0.019174	0.026139	0.031461	0.023723	0.025286	0.025267	0.049875	0.0223	0.019666	0.016183	0.017873	0.013501	0.020309	0.018177	0.018637	0.022897	0.027585	0.031087	0.044008	0.028802	0.020498	0.012922	0.019588	0.019428	0.013755	0.017509
0.1417	0.086766	0.057453	0.07486	0.099805	0.087414	0.071201	0.039241	0.082566	0.087136	0.048007	0.062787	0.14481	0.059804	0.042807	0.23712	0.023111	0.034172	0.04753	0.052669	0.031474	0.024111	0.032531	0.14771	0.14281	0.076531	0.03809	0.39287	0.083793	0.068513	0.1008	0.012956	0.022338	0.05419	0.033435	0.23083	0.047344	0.01349	0.039649	0.029483	0.040757	0.053555	0.025592	0.030346	0.047041	0.048304	0.062287	0.080708	0.084627	0.098172	0.075957	0.17819	0.17023	0.16839	0.1936	0.15331	0.25441	0.067742	0.074784	0.18894	0.17454	0.18356	0.18726	0.1803	0.16381	0.13795	0.15321	0.095805	0.11433	0.088435	0.068777	0.065131	0.061336	0.06439	0.049113	0.042204	0.032027	0.034607	0.024042	0.02095	0.019683	0.015677	0.018662	0.015866	0.01669	0.015017	0.013531	0.01674	0.019079	0.013707	0.017152	0.017666	0.018821	0.021917	0.017409	0.016136	0.021569	0.025358	0.022869	0.023537	0.022021	0.023709	0.022658	0.032246	0.048659	0.029231	0.024241	0.022864	0.021369	0.021337	0.020949	0.016192	0.018544	0.016401	0.018664	0.021063	0.021115	0.026278	0.023313	0.033885	0.041291	0.031958	0.021391	0.019222	0.016212	0.016817	0.013831	0.014559
0.024057	0.033968	0.052955	0.068594	0.056429	0.046863	0.037673	0.048505	0.076254	0.078084	0.049144	0.11385	0.10295	0.19866	0.16137	0.10618	0.074368	0.54373	0.084243	0.26057	0.10651	0.15963	0.057891	0.06784	0.03891	0.04155	0.15293	0.074095	0.32572	0.023705	1.3924	0.018032	0.020506	0.025112	0.028441	0.017463	0.042152	0.02887	0.027612	0.037235	0.021597	0.034656	0.036179	0.025873	0.035299	0.035567	0.05585	0.048017	0.054305	0.057201	0.084408	0.11072	0.1105	0.13899	0.16074	0.19972	0.20874	0.21139	0.25046	0.26811	0.2549	0.28082	0.25592	0.25184	0.20031	0.178	0.17009	0.15408	0.12022	0.085104	0.084749	0.06774	0.0706	0.072047	0.059451	0.039751	0.033549	0.028128	0.027229	0.023141	0.017787	0.021224	0.018988	0.018044	0.022726	0.019059	0.017233	0.015546	0.018562	0.017359	0.015058	0.017025	0.016152	0.015929	0.014919	0.01849	0.022329	0.025079	0.042265	0.024021	0.020494	0.020565	0.024534	0.038881	0.029653	0.030493	0.022652	0.022202	0.022927	0.02257	0.01601	0.015862	0.018858	0.021883	0.017805	0.025001	0.022562	0.021855	0.023366	0.025794	0.032896	0.031071	0.023522	0.018235	0.020048	0.014444	0.013812	0.017116
0.044159	0.031462	0.036318	0.039472	0.10501	0.059543	0.04807	0.039637	0.035775	0.048855	0.13178	1.3558	0.042641	0.031728	0.034459	0.033828	0.026264	0.021984	0.03175	0.021938	0.026501	0.02223	0.027001	0.022854	0.023381	0.022418	0.018288	0.015484	0.016767	0.020663	0.018052	0.012854	0.0059359	0.015728	0.015314	0.016015	0.026089	0.049413	0.034278	0.044711	0.018331	0.021874	0.024671	0.031627	0.037962	0.036461	0.047833	0.046379	0.080201	0.061865	0.096633	0.098356	0.116	0.14964	0.17104	0.17465	0.23099	0.27515	0.25338	0.31277	0.25632	0.27773	0.24402	0.23333	0.22107	0.17671	0.1609	0.15159	0.11589	0.087654	0.078568	0.068569	0.053602	0.054904	0.060032	0.043235	0.034494	0.029621	0.020106	0.026407	0.021295	0.022607	0.018151	0.01864	0.016285	0.01629	0.017992	0.014746	0.027628	0.020139	0.016772	0.016302	0.017499	0.014609	0.016607	0.017162	0.024505	0.027131	0.029769	0.026118	0.021297	0.025036	0.019892	0.023193	0.026655	0.022613	0.02149	0.017894	0.018405	0.018886	0.016688	0.015627	0.018169	0.023806	0.022781	0.027503	0.023177	0.02717	0.027549	0.024498	0.02407	0.025199	0.026441	0.016316	0.017213	0.025603	0.010562	0.017641
0.034491	0.031309	0.031611	0.023808	0.030522	0.037139	0.028968	0.034322	0.032611	0.032063	0.042186	0.039398	0.044269	0.027052	0.028657	0.021011	0.023222	0.0222	0.02426	0.026969	0.024715	0.023833	0.024791	0.024717	0.020587	0.018962	0.019293	0.019324	0.017463	0.017496	0.019335	0.016094	0.016705	0.018874	0.013217	0.018768	0.028413	0.07798	0.061987	0.027737	0.021636	0.021446	0.022374	0.027078	0.03173	0.036727	0.043114	0.05206	0.064293	0.068383	0.094598	0.098142	0.1623	0.19416	0.18977	0.26615	0.27853	0.28631	0.38605	0.41758	0.4224	0.40911	0.4063	0.3346	0.26601	0.23434	0.22079	0.16956	0.12798	0.078144	0.090222	0.090039	0.062746	0.094599	0.074681	0.058727	0.075705	0.030109	0.038163	0.034805	0.046312	0.037355	0.024358	0.016696	0.019975	0.022664	0.027969	0.031175	0.036649	0.027139	0.029277	0.061169	0.023279	0.018669	0.021153	0.042501	0.034338	0.049056	0.051616	0.025913	0.028322	0.029519	0.046733	0.024433	0.022678	0.033026	0.02389	0.02874	0.02565	0.027456	0.019584	0.032398	0.022565	0.02925	0.017861	0.032055	0.029306	0.03587	0.027513	0.022629	0.018656	0.021072	0.019821	0.056364	0.016554	0.01897	0.015859	0.018068
0.031177	0.024205	0.026299	0.028144	0.025898	0.025381	0.027183	0.02666	0.026732	0.02802	0.025579	0.041235	0.03722	0.028228	0.026933	0.027022	0.024799	0.022169	0.020952	0.023398	0.023021	0.020435	0.031241	0.020548	0.01939	0.025954	0.017847	0.017349	0.017211	0.01701	0.01793	0.01902	0.016368	0.015996	0.017562	0.016074	0.019069	0.028386	0.043464	0.02635	0.022177	0.02202	0.020815	0.029454	0.033922	0.039773	0.049063	0.055483	0.061259	0.074276	0.093643	0.1137	0.13931	0.26054	0.14746	0.25919	0.28994	0.3539	0.38358	0.43458	0.45121	0.46588	0.39767	0.35395	0.35292	0.25918	0.22397	0.17339	0.14284	0.12467	0.096592	0.076244	0.064799	0.059358	0.051775	0.047486	0.037191	0.031284	0.02573	0.023183	0.020605	0.019227	0.019564	0.018707	0.019433	0.01665	0.014314	0.018146	0.01651	0.014056	0.012134	0.017182	0.011026	0.018048	0.015484	0.020905	0.021138	0.03051	0.02569	0.021463	0.019878	0.019647	0.025317	0.02584	0.030903	0.022322	0.023252	0.02278	0.021991	0.022401	0.022286	0.023811	0.023413	0.03005	0.03394	0.035121	0.04209	0.044472	0.040643	0.023909	0.023277	0.023096	0.025396	0.026471	0.024479	0.023279	0.022222	0.017487
0.029801	0.0048468	0.021712	0.018787	0.024965	0.023486	0.030742	0.035157	0.034039	0.050458	0.02971	0.022049	0.02505	0.020341	0.021723	0.032465	0.019691	0.034558	0.022029	0.020929	0.021344	0.021229	0.01953	0.021649	0.021245	0.025427	0.022776	0.024665	0.017856	0.0215	0.021917	0.021117	0.022196	0.020122	0.022676	0.017628	0.018887	0.022321	0.019987	0.033086	0.02955	0.030714	0.025539	0.031255	0.042975	0.044483	0.044365	0.055744	0.064961	0.089429	0.088795	0.13952	0.15801	0.21808	0.23628	0.30494	0.4265	0.44913	0.49256	0.53076	0.58069	0.58083	0.51033	0.43992	0.38982	0.25717	0.27215	0.19847	0.16587	0.1348	0.11656	0.091303	0.075834	0.067369	0.059855	0.044595	0.037097	0.039894	0.021329	0.024024	0.038386	0.018787	0.019263	0.022435	0.024872	0.012302	0.015433	0.026533	0.012594	0.015406	0.015463	0.017231	0.017179	0.016864	0.02101	0.020941	0.021925	0.02088	0.020138	0.022174	0.022122	0.02131	0.02228	0.017191	0.022883	0.023892	0.024994	0.021548	0.023843	0.020897	0.030877	0.02807	0.024434	0.02808	0.026773	0.030209	0.036264	0.03276	0.024547	0.025398	0.025564	0.025242	0.025185	0.031876	0.02057	0.023402	0.021713	0.018736
0.054057	0.026936	0.031051	0.029325	0.02972	0.044967	0.026662	0.02243	0.023976	0.022481	0.022169	0.023365	0.025459	0.022317	0.019375	0.020952	0.021735	0.0178	0.02059	0.021915	0.022292	0.025407	0.024569	0.02043	0.017679	0.019892	0.021777	0.023174	0.023606	0.024686	0.0193	0.018816	0.020102	0.017853	0.018947	0.018246	0.019466	0.020273	0.017172	0.026858	0.058695	0.033353	0.029083	0.027785	0.03354	0.04717	0.043305	0.052741	0.066729	0.082572	0.10874	0.12938	0.1476	0.18894	0.25745	0.3159	0.39098	0.45978	0.56869	0.57926	0.64255	0.59713	0.59073	0.51736	0.37513	0.31149	0.26001	0.20317	0.1704	0.13881	0.13486	0.10988	0.072289	0.056401	0.050062	0.040248	0.034468	0.031591	0.031595	0.029477	0.023544	0.024931	0.028586	0.03819	0.048618	0.026738	0.022268	0.016378	0.016875	0.016111	0.012909	0.016277	0.016495	0.014901	0.018804	0.020587	0.018954	0.018063	0.020856	0.020459	0.01977	0.022509	0.02941	0.028784	0.046269	0.024958	0.028826	0.028311	0.028348	0.041052	0.088532	0.044542	0.038395	0.028611	0.036843	0.032259	0.030404	0.026092	0.030325	0.02036	0.02609	0.021286	0.029442	0.027151	0.021799	0.023988	0.019832	0.017298
